company_id,company_name,company_website,category,specialization,location,region,careers_url
791a0695bd5b,NorcaTec,http://www.norcatec.com/index.html,Space & Defense,Aerospace Manufacturing,Garden City,Long Island,https://norcatec.com/about/careers
6a2f5abb3318,North Atlantic Industries,https://www.naii.com/,Space & Defense,Telecommunications & Electronics,Bohemia,Long Island,https://www.naii.com/Careers
a7009e3c96cb,North East Finishing Company,http://www.northeastfinishing.com/index.html,Aerospace,Aerospace Manufacturing,Copiague,Long Island,
df0d74959485,North Shore Components Inc.,https://www.northshorecomponents.com/,Core Space,Electronics & Semiconductors,Bellport,Long Island,
93ff4dd476a2,Northrop Grumman,https://www.northropgrumman.com/,Aerospace,Space Force/Military,Ronkonkoma,Long Island,https://jobs.northropgrumman.com/careers
93ff4dd476a2,Northrop Grumman,https://www.northropgrumman.com/,Aerospace,Space Force/Military,Bohemia,Long Island,https://jobs.northropgrumman.com/careers
93ff4dd476a2,Northrop Grumman,https://www.northropgrumman.com/,Aerospace,Space Force/Military,Bethpage,Long Island,https://jobs.northropgrumman.com/careers
93ff4dd476a2,Northrop Grumman,https://www.northropgrumman.com/,Aerospace,Aerospace Manufacturing,Rome,Mohawk Valley,https://jobs.northropgrumman.com/careers
93ff4dd476a2,Northrop Grumman,https://www.northropgrumman.com/,Aerospace,Aerospace Manufacturing,Manhattan,NYC,https://jobs.northropgrumman.com/careers
93ff4dd476a2,Northrop Grumman,https://www.northropgrumman.com/,Aerospace,Space Force/Military,Amherst,Western NY,https://jobs.northropgrumman.com/careers
4967f2c88fe8,Now Electronics,https://addaptny.org/company/now-electronics-inc/,Space & Defense,Telecommunications & Electronics,Huntington,Long Island,
003a5de8f0db,Ombra,https://ombra.us/,Space & Defense,Satellite Manufacturing & Communications,Potsdam,North Country,
2334f994c47a,Oneida Research Services Inc.,https://orslabs.com/,Space & Defense,Testing & Development,Whitesboro,Mohawk Valley,https://orslabs.com/about/career-opportunities/
8df7aceb0145,Opensuit,https://www.opensuit.space/,Core Space,Space Habitats & Habiltability,Brooklyn,NYC,
2b321163ee16,Optimax,https://www.optimaxsi.com/,Core Space,Optics & Imaging,Ontario,Finger Lakes,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=0dfe1cd9-a147-4cda-846c-b9a9083395e6&ccId=19000101_000001&type=JS&lang=en_US
e67e3dc8750a,OptiPro Systems,https://www.optipro.com/,Core Space,Optics,Ontario,Finger Lakes,https://www.optipro.com/about/careers/
8707b2b84c0e,Orbital Fire,https://orbitalfire.com/,Core Space,Cybersecurity,Troy,Capital Region,
80d22602eecf,Orbital Insight/Privateer,https://www.privateer.com/,Core Space,Space Data,Manhattan,NYC,https://www.privateer.com/careers
5ba05fb6b8cb,Ormec Systems Corp,https://www.ormec.com/,Core Space,Aerospace Manufacturing,Brighton,Finger Lakes,https://allient.com/careers/open-positions/
8fa55aa903bd,Ovation Travel Group,https://www.ovationtravel.com/home,Core Space,Space Tourism,Manhattan,NYC,
733f99689ce0,Palantir,https://www.palantir.com/,Core Space,Space Data,Manhattan,NYC,https://www.palantir.com/careers/open-positions/
fef5bf323ed6,Park Aerospace,https://parkaerospace.com/,Aerospace,Aerospace Manufacturing,Westbury,Long Island,
22d32d081848,Paterson Aerospace,https://patersonaerospace.com/,Core Space,Space Debris,Rome,Mohawk Valley,
28e6b75ea99d,Pawling Engineered Products,https://www.pawlingep.com/,Core Space,Aerospace Manufacturing,Pawling,Mid-Hudson,https://www.pawlingep.com/en/careers
65ecba52fef1,Payload,https://payloadspace.com/,Core Space,Space Journalism,Jericho,Long Island,
fd068f029ab6,PCB Piezotronics,https://www.pcb.com/,Core Space,Testing & Sensor Development,Depew,Western NY,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=59c7b8d0-6bc4-4af3-a1e6-f133756c844b&ccId=19000101_000001&type=MP&lang=en_US
1128701da56f,Peerless Aerospace,https://www.pafcorp.com/,Space & Defense,Aerospace Development & Support,Hauppauge,Long Island,
54b300121111,PGM Corp (Precision Grinding & Manufacturing),https://www.pgmcorp.com/,Core Space,Satellite Manufacturing,Rochester,Finger Lakes,https://recruiting.paylocity.com/recruiting/jobs/All/4b53477e-b8c6-47a2-b372-2aa9ad45b4b3/Precision-Grinding
fa4cf3e11c55,Phoebus Optoelectronics LLC,https://phoebusopto.com/,Core Space,Optics & Photonics,Ithaca,Southern Tier,https://www.phoebusopto.com/about/careers
439b4ad255a7,Pico Electronics Inc,https://www.picoelectronics.com/,Core Space,Electronics,Pelham,Mid-Hudson,
f31b36cf5d63,Pioneer Industries,https://www.pioneerspares.com/,Space & Defense,Space Force/Military,Farmingdale,Long Island,
a87f972a0798,PLX Inc.,https://www.plxinc.com/,Space & Defense,Optics,Deer Park,Long Island,https://www.plxinc.com/career-opportunities
1765a7250be6,Polyneme LLC,https://polyneme.xyz/,Core Space,Space Education,Manhattan,NYC,
2d8484d03cfe,Posimech,https://www.posimech.com/,Aerospace,Aerospace Manufacturing,Medford,Long Island,
b57389be192a,Potsdam Sensors/Telos Air,https://www.telosair.com/,Aerospace,Core Space,Potsdam,North Country,
20df1033c77c,Powertech Controls Company,https://www.powertechcontrols.com/,Core Space,Electronics,Ronkonkoma,Long Island,
3f8cebe6ef70,Pratt & Whitney/HMI Metal Powders,https://prattwhitney.com/products-and-services/services/hmi-metal-powders,Aerospace,Aerospace Manufacturing,Clayville,Mohawk Valley,
5f73d6e2fa58,Precious Payload,https://preciouspayload.com/,Core Space,Satellite Software,Manhattan,NYC,
740d66069439,Precipart,https://www.precipart.com/,Space & Defense,Space Force/Military,Farmingdale,Long Island,https://www.precipart.com/careers/#BDHRJobListings
86b263f59136,Precision Filters,https://pfinc.com/,Core Space,"Launch, Rocketry, & Propulsion",Ithaca,Southern Tier,https://pfinc.com/employment
c72b3a89538f,Precision Gear Overhaul & Repair,https://www.precisiongearinc.com/,Space & Defense,Aerospace Manufacturing,Queens,NYC,
0d5a3f309875,Precision Metals Corp,https://www.precisionmetalscorp.com/about/index.html,Aerospace,Aerospace Manufacturing,Bay Shore,Long Island,https://www.precisionmetalscorp.com/employment/index.html
b276d84fdca0,Premire Military Parts,https://www.premiermilitaryparts.com/,Space & Defense,Space Force/Military,Holbrook,Long Island,
36b8f29550ca,PrintParts,https://printparts.com/,Aerospace,Aerospace Manufacturing,Manhattan,NYC,
abc371c38d89,ProTravel International,https://www.protravelinc.com/,Core Space,Space Tourism,Manhattan,NYC,https://www.protravelinc.com/join-protravel
68287343ddf0,Quest Global,https://www.quest-global.com/,Space & Defense,Aerospace Manufacturing,Schenectady,Capital Region,https://careers.quest-global.com/global/en
58e6088e2c79,Ragnarok Industries,http://www.ragnarokindustries.com/working/,Core Space,Telecommunications & Electronics,Brooklyn,NYC,
dee1305df15d,Raith America,https://raith.com/,Space & Defense,Nanotechnology,Troy,Capital Region,https://raith.com/company/career/jobs/
be5904f6b8eb,Rapid Rivet & Fastener Co.,https://site.rapidrivet.com/,Aerospace,Aerospace Manufacturing,Farmingdale,Long Island,
9a272a5dd100,Raytheon Technical Services,https://www.rtx.com/,Space & Defense,Aerospace Development & Support,Watertown,North Country,https://careers.rtx.com/global/en
0197a4411659,RCM Engineering,https://rcmengineeringgroup.com/#,Aerospace,Aerospace Manufacturing,West Sayville,Long Island,https://www.rcmt.com/careers/
0197a4411659,RCM Engineering,https://rcmengineeringgroup.com/#,Aerospace,Aerospace Manufacturing,Manhattan,NYC,https://www.rcmt.com/careers/
0197a4411659,RCM Engineering,https://rcmengineeringgroup.com/#,Aerospace,Aerospace Manufacturing,Buffalo,Western NY,https://www.rcmt.com/careers/
0197a4411659,RCM Engineering,https://rcmengineeringgroup.com/#,Aerospace,Aerospace Manufacturing,Buffalo,Western NY,https://www.rcmt.com/careers/
ff05e07c6743,Reflective X-ray Optics Inc.,https://www.reflectivexrayoptics.com/,Core Space,Optics,Manhattan,NYC,
16e3bb072faa,Resilienx,https://www.resilienx.com/contact,Aerospace,Aerospace Support & Development,Syracuse,Central NY,
8f666027c469,RocketStar,https://rocketstar.nyc/,Core Space,"Launch, Rocketry, & Propulsion",Manhattan,NYC,
ad502767ca3f,Rolling Motion Industries,http://rmidrive.com/,Aerospace,Space Power,North Bablyon,Long Island,
4909ec197306,RS Precision,https://www.electricaldischargemachining.com/r-s-precision-industries-inc/,Space & Defense,Aerospace Manufacturing,Farmingdale,Long Island,
8256465ba4d6,S&L Aerospace Metals,https://www.slaerospace.com/,Space & Defense,Aerospace Manufacturing,Queens,NYC,https://www.slaerospace.com/opportunities/
430b683d3130,S3 Aerospace,http://www.s3aerospace.com/,Space & Defense,Aerospace Development & Support,Sound Beach,Long Island,
0939c3d7e29f,Saab Group,https://www.saab.com/,Space & Defense,Aerospace Development & Support,East Syracuse,Central NY,https://www.saab.com/career/job-opportunities
f03e06478cda,Safran Aerosystems,https://www.safran-group.com/companies/safran-aerosystems-oxygen,Aerospace,Aerospace Development & Support,Lancaster,Western NY,
df674ec6c0fe,SAIC,https://www.saic.com/,Space & Defense,Space Data/AI,Amherst,Western NY,https://jobs.saic.com/?bid=5081
c8995d361438,Schenck USA Corp.,https://www.schenck-usa.com/homepage.html,Aerospace,Aerospace Manufacturing,Deer Park,Long Island,https://www.schenck-usa.com/career/job-offers.html
aba83ab57708,Science Plus Inc,http://www.dirtmeister.com/,Core Space,Space Education,Bellrose,Long Island,
add1426fadc0,Scout,https://scout.space/,Core Space,Space Situational Awareness,Rochester,Finger Lakes,https://www.scout.space/careers
3ff3bb659122,Sealing Devices,https://sealingdevices.com/,Core Space,Aerospace Manufacturing,Lancaster,Western NY,https://sealingdevices.com/careers/
b04cad497732,SeanAir,https://seanair.com/,Aerospace & Defense,Aerospace Manufacturing,Farmingdale,Long Island,
b8929de833ea,Sintel Satellite Services,https://sintelsat.com/,Core Space,Telecommunications & Electronics,Plainview,Long Island,https://sintel.space/people/open-positions/
a431bf364c32,SKF Aerospace,https://www.skf.com/us,Aerospace,Aerospace Manufacturing,Falconer,Western NY,https://www.skf.com/people/open-positions/
55dfc0348c92,Skygeekcom,https://skygeek.com/,Core Space,Aerospace Support & Development,Lagrangeville,Mid-Hudson,
eb9330fcd1bb,Slooh,https://www.slooh.com/,Core Space,Space Education,Manhattan,NYC,https://www.slooh.com/about/careers
83f1f6f93744,Solid Sealing Technologies,https://www.solidsealing.com/,Space & Defense,Aerospace Manufacturing,Watervilet,Capital Region,https://www.solidsealing.com/careers/#openings
acad67964e26,Space Exploration Architecture,http://www.spacexarch.com/,Core Space,Space Habitats,Brooklyn,NYC,
03e3e559be2a,Space Rig,https://www.spacerig.io/,Core Space,"Launch, Rocketry, & Propulsion",Manhattan,NYC,https://www.spacerig.io/about/careers
0ec7091e256a,Space.com,https://www.space.com/,Core Space,Space Journalism,Manhattan,NYC,https://apply.workable.com/futureplc/
a0f8c12e798d,SpaceKnow,https://spaceknow.com/,Core Space,Space Data,Manhattan,NYC,https://spaceknow.com/careers/#positions
567e18b078b4,Specialty Silicone Products,https://www.sspinc.com/,Space & Defense,Aerospace Manufacturing,Ballston Spa,Capital Region,https://sspinc.com/careers-at-ssp/
f3e1090e1e83,Spectra Vista Corporation,https://spectravista.com/,Core Space,Optics,Poughkeepsie,Mid-Hudson,
818d78ed9501,Spectronics,https://spectroline.com/,Aerospace,Aerospace Development & Support,Melville,Long Island,https://spectroline.com/careers/
fdb04d86542a,SRI International,https://www.sri.com/,Core Space,Satellite Manufacturing,Manhattan,NYC,https://www.sri.com/careers/
676b49b932c5,Staley Co.,https://www.staleyco.com/equipment/,Space & Defense,Aerospace Manufacturing,Carmel Hamlet,Mid-Hudson,
1485df1b23c1,Star in a Star,https://starinastar.com/,Core Space,Space Education,Croton-on-Hudson,Mid-Hudson,
3acb7c49ef89,Starris-Optimax Space Systems,https://www.starris.com/,Core Space,Optics,Ontario,Finger Lakes,
b6d323ba5ad1,Stavatti Aerospace,https://stavatti.com/,Space & Defense,Space Force/Military,Niagara Falls,Western NY,https://www.stavatti.com/careers/
f6354a66aed0,Supercluster/Space Agency,https://www.supercluster.com/,Core Space,Space Journalism,Manhattan,NYC,
31ae6e30f17b,Swain Technology,https://swaintech.com/,Core Space,Aerospace Manufacturing,Scottsville,Finger Lakes,
29363e42ac76,Taber Industries,https://www.taberindustries.com/,Core Space,Aerospace Manufacturing,North Tonawanda,Western NY,
32d742a544d9,Taylor Devices,https://www.taylordevices.com/,Core Space,Aerospace Manufacturing,North Tonawanda,Western NY,
9d4237c334a8,TCT Networks,https://tct-networks.com/,Core Space,Telecommunications & Electronics,Camden,Mohawk Valley,
a80ff23cc8f8,TECT Power,https://tectpower.com/services/industries/,Aerospace,"Launch, Rocketry, & Propulsion",Utica,Mohawk Valley,
8300e86bcca2,Tek Precision,http://www.tekprecision.com/,Space & Defense,Aerospace Manufacturing,Deer Park,Long Island,
05554fe3587b,Telephonics,https://www.telephonics.com/,Aerospace,Telecommunications & Electronics,Huntington,Long Island,https://ttmtech.wd5.myworkdayjobs.com/jobs
05554fe3587b,Telephonics,https://www.telephonics.com/,Aerospace,Telecommunications & Electronics,Farmingdale,Long Island,https://ttmtech.wd5.myworkdayjobs.com/jobs
8403ccdc5728,Telodyne Lecroy,https://www.teledynelecroy.com/,Core Space,Electronics Testing,Chestnut Ridge,Mid-Hudson,https://www.teledynelecroy.com/corporate/jobs/?capid=107&mid=552
7f5aea6ccdd1,Tens Machine,https://tensmachine.com/,Aerospace,Aerospace Manufacturing,Holbrook,Long Island,
8da742dbff6c,The Deprez Group of Travel Agents,https://www.depreztravel.com/,Core Space,Space Tourism,Rochester,Finger Lakes,
16b1a00dd914,"Therm, Incorporated",https://www.therm.com/,Aerospace,Aerospace Manufacturing,Ithaca,Southern Tier,https://www.therm.com/careers/
66435e92c574,Thuro Metal Products,https://thurometal.com/,Aerospace,Aerospace Manufacturing,Brentwood,Long Island,
5346967063bb,Toptica Photonics,https://www.toptica.com/,Core Space,Optics,Pittsford,Finger Lakes,https://careers.toptica.com/candidate/jobsubscription
def5ee186af6,Tower Fasteners Co. Inc.,https://towerfast.com/,Space & Defense,Aerospace Manufacturing,Holtsville,Long Island,https://www.towerfast.com/press/post/u.s.-engineering-employment-outlook-for-2016
4b29843b6014,Tower Products Inc,https://www.towerpower.com/,Core Space,Space Media,Saugerties,Mid-Hudson,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=fe28fb75-a52d-4364-a52e-24414934ca59&ccId=19000101_000001&lang=en_US
c637d42e4db8,TransAero,http://www.transaeroinc.com/,Space & Defense,Space Force/Military,Melville,Long Island,
befc9f26e63a,Trek Inc. (Advanced Electronics),https://www.advancedenergy.com/en-us/trek-and-monroe/,Aerospace,Electronics,Lockport,Western NY,https://jobs.advanced-energy.com/?_gl=1*lk0waq*_ga*NjQyNjM0ODUuMTczNDM3NTQ0Mg..*_ga_B8S8R8N54L*MTczNDM3NTQ0Mi4xLjEuMTczNDM3NTQ0My4wLjAuMA..
5e4796c97df8,Triplett Machine Inc,https://www.triplettmachine.com/,Core Space,Aerospace Manufacturing,Phelps,Finger Lakes,https://www.triplettmachine.com/join-our-team
10b4cdfc2e10,UE Systems,https://www.uesystems.com/,Core Space,Aerospace Support & Development,Elmsford,Mid-Hudson,https://www.uesystems.com/careers/
e0c1ef718466,Ultra Electronics,https://www.ultra.group/contact/locations/us/victor/,Aerospace,Aerospace Manufacturing,Victor,Finger Lakes,https://www.cobhamultra.com/careers
ff962e0fad2b,UltraMotion,https://www.ultramotion.com/,Aerospace,Aerospace Manufacturing,Cutchogue,Long Island,
e747d5cd6778,Unison Industries/GE Aerospace,https://www.unisonindustries.com/,Aerospace,Aerospace Manufacturing,Norwich,Southern Tier,https://careers.geaerospace.com/global/en/unison-careers
3775f7634a43,United Aircraft Technologies,https://www.uairtek.com/,Space & Defense,Aerospace Manufacturing,Troy,Capital Region,
6e1837832f95,UPS Battery Center Ltd,https://www.upsbatterycenter.com/,Core Space,Battery Technology,Tonawanda,Western NY,
63f3ed207b8f,Ursa Space Systems,https://www.ursaspace.com/,Core Space,Space Data,Ithaca,Southern Tier,
d76c01719552,US Dynamics Corp,http://www.usdynamicscorp.com/,Aerospace,Aerospace Manufacturing,Amityville,Long Island,https://www.usdynamicscorp.com/careers
8249c8cd5896,US Liberty Military Robotics,https://www.uslibertymilitaryrobotics.com/,Space & Defense,Robotics & Artificial Intelligence,Brewster,Mid-Hudson,
14284bf23321,UTC Aerospace/Collins Aerospace,https://www.collinsaerospace.com/,Aerospace,Aerospace Manufacturing,Rome,Mohawk Valley,
dd72a479830d,V J Technologies,https://vjt.com/,Core Space,3D Printing,Bohemia,Long Island,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=91a802df-23c8-4adb-bb37-546e4c19f5a8&ccId=19000101_000001&jobId=535482&lang=en_US&source=EN
5515b89c9aa4,Valerie Wilson Travel,https://valeriewilsontravel.com/,Core Space,Space Tourism,Manhattan,NYC,https://www.valeriewilsontravel.com/join-us
4d4b0d597d03,Valvetech,https://valvetech.net/,Core Space,Aerospace Manufacturing,Phelps,Finger Lakes,https://valvetech.net/employment-opportunities/
e3d8170625a6,VegaMX,https://www.vegamx.net/,Space & Defense,Space Data,Manhattan,NYC,
05bd2dc5c8fa,Verteel,https://verteel.com/,Aerospace,Autonomous Vehicles,Manhattan,NYC,
e04ea6a314c3,Vishay Americas,https://www.vishay.com/,Core Space,Electronics Manufacturing,Niagara Falls,Western NY,https://jobs.vishay.com/jobs/
4967f2c88fe8,Vosky Precision Machining,https://addaptny.org/member-organizations/vosky-precision-machining-corp/,Aerospace,Aerospace Manufacturing,Ronkonkoma,Long Island,
965ba314681e,Wal Aerospace Machining,http://www.walmachine.com/,Aerospace,Aerospace Manufacturing,West Bablyon,Long Island,
1c2b4e10bf58,Wallaroo AI,https://wallaroo.ai/,Core Space,Artificial Intelligence,Manhattan,NYC,https://wallarooai.applytojob.com/apply
a1d15c171224,Washington Mills Electro-Minerals,https://www.washingtonmills.com/,Aerospace,Aerospace Manufacturing,Niagara Falls,Western NY,https://jobs.dayforcehcm.com/washingtonmills/CANDIDATEPORTAL
3bb7190001c3,Wayne Integrated Technologies,https://www.gowayne.com/,Aerospace,Aerospace Manufacturing,Edgewood,Long Island,
b633ee93d90e,WheelsUp,https://www.wheelsup.com/,Aerospace,Private Aviation,Manhattan,NYC,https://www.wheelsup.com/people/open-positions/
8b26a0b854d9,Wilco Industries,https://www.wilcoindustries.com/,Aerospace,Aerospace Manufacturing,Ronkonkoma,Long Island,
86a3cf7f8ec4,Yonir Technologies,https://www.yonir.com/,Space & Defense,Aerospace Manufacturing,Mt. Kisco,Mid-Hudson,
fac5da212af7,Zibiz Corporation,https://www.zibiz.com/,Core Space,Space Data,Ronkonkoma,Long Island,
d8ae3b1482c0,Zircar Ceramics,https://www.zircarceramics.com/,Aerospace,Ceramics,Florida,Mid-Hudson,
